# x (au) y (au) [H_ii] npoints = 12 20 q1_range = -50.0 60.0 q2_range = -140.0 240.0 nmodes = 67 index = 0 4 
-50.0 -140.0 9.874502460774565e-08 5.1720678605941933e-08 5.771391011381375e-07 9.169847162251907e-07 1.1393396349823944e-06 2.1595765777767462e-06 1.6218256243666677e-06 4.770991956845427e-06 4.22740397102604e-06 3.6338058596915474e-06 4.292461349143621e-06 6.7541701953908515e-06 7.030992622349485e-06 5.555018096096869e-06 6.7468797601525955e-06 7.213005599185519e-06 7.768310673469773e-06 1.4060480363726955e-05 2.0550148640513724e-05 1.2067979340448845e-05 2.145820793205924e-05 1.1721825531950211e-05 1.0993074278642122e-05 1.2314801277709163e-05 1.2789913266638094e-05 1.655307409312647e-05 1.535282917016311e-05 1.6346675602794357e-05 1.9575113981352024e-05 1.6944829420428212e-05 1.9485245628829228e-05 2.0464300035796808e-05 1.9986544221093207e-05 2.1116065956932454e-05 2.4250286292211322e-05 2.3833705480993177e-05 2.509251422276618e-05 2.8433154170133843e-05 2.8948063922574087e-05 2.9641794494657034e-05 3.013317215692407e-05 4.200409333975397e-06 3.448420335387481e-05 3.716171516076955e-05 3.6098615021153524e-05 3.9907937057857696e-05 3.8803621331557474e-05 4.305596508297745e-05 4.060654493452939e-05 4.7192657585811444e-05 4.608145553839411e-05 4.7490137913787366e-05 5.031223498487125e-05 4.975234960422235e-05 4.7405605588732845e-05 5.536981403577167e-05 6.0019134395437435e-05 5.932402442016081e-05 7.619078275111428e-05 0.00021018215365416475 0.000210252592455418 0.00021215263171404776 0.00021063709710940123 0.0002142283322509255 0.0002115373823259835 0.00021320121280186675 0.00021500367558700866 
-50.0 -120.0 1.0128417043499747e-07 5.326076793938229e-08 5.808548011496873e-07 9.166490621651759e-07 1.1409204936611887e-06 2.1656915016192648e-06 1.6172454376826568e-06 4.778313923744085e-06 4.207597406600089e-06 3.646059566201914e-06 4.28477058826285e-06 6.760428222225964e-06 7.0354432638187805e-06 5.546003148292329e-06 6.726459234071675e-06 7.219019250299752e-06 7.737267309198577e-06 1.3983568029382401e-05 2.041957378982077e-05 1.2068283868410095e-05 2.132936200326788e-05 1.1725083859073177e-05 1.1008671614714855e-05 1.2323029516675883e-05 1.2790624606016212e-05 1.6555951686478928e-05 1.538265835498534e-05 1.6338181299936413e-05 1.956117503026839e-05 1.69541281567662e-05 1.9477647609582836e-05 2.0469500326496972e-05 2.00267581235587e-05 2.1120357744067894e-05 2.4190693595683374e-05 2.367858205092164e-05 2.510340399100414e-05 2.833133253168738e-05 2.8747589346312923e-05 2.955706226204563e-05 2.9899439285542908e-05 4.664813186891933e-06 3.441608637958981e-05 3.7011435186877876e-05 3.591719227941422e-05 3.989835490217068e-05 3.8805784365721007e-05 4.289765224800813e-05 4.054925828342709e-05 4.706777761987636e-05 4.595603290748752e-05 4.751868906286358e-05 5.020151096109221e-05 4.980251142769329e-05 4.749992684328936e-05 5.5379902148363845e-05 6.0116076732521086e-05 5.929005727680812e-05 7.573824143345823e-05 0.0002103242055787926 0.0002107177971952005 0.00021231576196100997 0.00021119264648252013 0.0002144102231629387 0.00021214357822497024 0.00021371528541049597 0.00021516316144782295 
-50.0 -100.0 1.0314961111567178e-07 5.3650046254975435e-08 5.82613224193448e-07 9.150115632503473e-07 1.1424048086081611e-06 2.1720828520973507e-06 1.6143078812390637e-06 4.782793805905413e-06 4.1948404002622025e-06 3.6651260930525545e-06 4.2774448287033045e-06 6.761842179274487e-06 7.0400399772151625e-06 5.540619391193413e-06 6.709652892698201e-06 7.2242379919238864e-06 7.712540686434164e-06 1.3927380533395634e-05 2.0318815974442193e-05 1.206702608601741e-05 2.123479481063585e-05 1.1728992181397287e-05 1.1037250153156925e-05 1.2322223369260036e-05 1.2791473065007718e-05 1.654305780061652e-05 1.54228084100118e-05 1.6332606743287793e-05 1.9541772124455764e-05 1.6971509069669073e-05 1.9472481664353994e-05 2.0468464617518908e-05 2.0076869423805084e-05 2.112218077989454e-05 2.4136228345059448e-05 2.352402205563748e-05 2.5119503441997734e-05 2.8245877302568548e-05 2.855568449930131e-05 2.9484439011730602e-05 2.968262099509356e-05 5.020337691370435e-06 3.435080484633362e-05 3.688066712372105e-05 3.5747895859559165e-05 3.9908656581803864e-05 3.881943957181468e-05 4.274156429889639e-05 4.0486275967218964e-05 4.694919528355075e-05 4.5838169478075864e-05 4.7553611895193785e-05 5.0099544931411636e-05 4.9857497573814535e-05 4.758083256687521e-05 5.539594567352475e-05 6.019070999846977e-05 5.926545974240066e-05 7.548551395454636e-05 0.00021045894786346148 0.00021113065745748225 0.00021246185865804373 0.00021170015425520076 0.00021459722439931924 0.00021269795742637112 0.00021418092095709489 0.00021530192310184273 
-50.0 -80.0 1.0617006693617402e-07 5.5030863039013554e-08 5.838332638613805e-07 9.142641568182438e-07 1.1434175315117736e-06 2.177062915436739e-06 1.607965159302852e-06 4.787483566189565e-06 4.176756647494436e-06 3.688381816985419e-06 4.270851695791054e-06 6.762693807383935e-06 7.0439091710821986e-06 5.535806014529638e-06 6.697519169182476e-06 7.229657628266299e-06 7.696208921597323e-06 1.3853048856720254e-05 2.0172934634768548e-05 1.206627463607093e-05 2.1096474083788993e-05 1.173398059428654e-05 1.1067548671328402e-05 1.2320559699553149e-05 1.2794146110647605e-05 1.6532459300727846e-05 1.5457647051211403e-05 1.6332052448533857e-05 1.9527368255466148e-05 1.6988138942986e-05 1.947271716053587e-05 2.0467851308916545e-05 2.013131749733489e-05 2.112667990921927e-05 2.4071761140942842e-05 2.3385761994301557e-05 2.5136441710776836e-05 2.816744948297207e-05 2.8376100335421548e-05 2.9404483851999413e-05 2.9496679676276056e-05 5.566335771942859e-06 3.425053146573117e-05 3.675291278104063e-05 3.560188780968924e-05 3.991802236624307e-05 3.883023505733937e-05 4.257890923951016e-05 4.041891583418277e-05 4.682233493310073e-05 4.575290119715361e-05 4.759419942960812e-05 5.0004020898897566e-05 4.991824714049428e-05 4.768783473568067e-05 5.541360355173792e-05 6.027276042655459e-05 5.924945365291972e-05 7.520345061362663e-05 0.00021058715331983142 0.00021147812983418203 0.00021258808542245456 0.0002121661310564024 0.00021471813169732132 0.00021320577287984528 0.0002145987097442186 0.00021541690992475093 
-50.0 -60.0 1.0910936430908311e-07 5.605566269059323e-08 5.84000819849143e-07 9.138573862159486e-07 1.1446561488156764e-06 2.182031805964769e-06 1.6031514580728987e-06 4.791476254268969e-06 4.165021351495363e-06 3.7124347360778474e-06 4.266136125522594e-06 6.761671879034188e-06 7.047296772758234e-06 5.533430094669994e-06 6.691521780799671e-06 7.235521435749518e-06 7.681274996058143e-06 1.3786337395492216e-05 2.00373456075327e-05 1.2064693184223372e-05 2.0976127180039324e-05 1.174090640621457e-05 1.1102401079648187e-05 1.2315984279745084e-05 1.2799388562581755e-05 1.651916373093965e-05 1.5492330195387305e-05 1.6337671275169734e-05 1.9512676835072996e-05 1.700308153111575e-05 1.9479487003635052e-05 2.0464986944034032e-05 2.0184236985479694e-05 2.1133920051150723e-05 2.402216612354935e-05 2.32693030446413e-05 2.5158042766391145e-05 2.8101993725237538e-05 2.82181219130427e-05 2.9347709203769698e-05 2.9348967149157036e-05 6.066271861406621e-06 3.419067359851855e-05 3.664271714060814e-05 3.548412708703016e-05 3.993520213701962e-05 3.885474790373524e-05 4.243132208819316e-05 4.037165140607616e-05 4.671698806881523e-05 4.568880947217085e-05 4.7641789569958765e-05 4.991977147539161e-05 4.996708771586609e-05 4.7802015384900955e-05 5.5437490873840576e-05 6.035914712776539e-05 5.9240074724987505e-05 7.488656531984352e-05 0.00021062100623337184 0.00021176432805192338 0.00021266803684742624 0.00021260195523886122 0.0002147893802074317 0.00021367308116443563 0.00021496685453633566 0.00021550247917328125 
-50.0 -40.0 1.120961979800552e-07 5.768722145554685e-08 5.85699115742164e-07 9.137658115574706e-07 1.14591215127272e-06 2.187295730401513e-06 1.6109674501480146e-06 4.796338740842078e-06 4.162266926848282e-06 3.7365818398708395e-06 4.262726024174207e-06 6.7618407660129275e-06 7.050425806175801e-06 5.533482646205054e-06 6.685780319498725e-06 7.241742677556886e-06 7.666960877630146e-06 1.3725479719046887e-05 1.9906447809983843e-05 1.2062342289789495e-05 2.086946609089476e-05 1.1749192793178981e-05 1.1139141344920795e-05 1.2316846864387685e-05 1.2805676962397115e-05 1.6514501044191134e-05 1.5533293427198614e-05 1.6347886068405962e-05 1.9498933161315884e-05 1.701639982274633e-05 1.9489973141300424e-05 2.046364809085468e-05 2.0235086221261852e-05 2.1141554033759418e-05 2.404122997371627e-05 2.3167882464844735e-05 2.518533364467675e-05 2.807052074212009e-05 2.8083046239679415e-05 2.9356853519944065e-05 2.9228426542991054e-05 6.534446903871744e-06 3.4264479707202254e-05 3.656057518190651e-05 3.5390568583905556e-05 3.9961371654661676e-05 3.889466664978079e-05 4.2308163810760125e-05 4.0381912308638565e-05 4.667676220408659e-05 4.563794653947944e-05 4.769016902253323e-05 4.9839937570796175e-05 5.0022659759407036e-05 4.7931383039413175e-05 5.5460047020750006e-05 6.0449689039078293e-05 5.9228712423745136e-05 7.45009712026061e-05 0.00021060155944504385 0.00021199364918473519 0.00021271497165007967 0.00021299902272707972 0.0002148192284489139 0.00021410304531852646 0.0002152847316730304 0.00021556389082475784 
-50.0 -20.0 1.1529332074057517e-07 6.078124144499702e-08 5.913765344113748e-07 9.143094040859482e-07 1.1472884669393355e-06 2.1934564935228543e-06 1.6192014879597899e-06 4.803535249439369e-06 4.161594023125305e-06 3.762623267169072e-06 4.260062320644488e-06 6.765401032855635e-06 7.053708185012741e-06 5.535624566367655e-06 6.678290803625549e-06 7.248486789212986e-06 7.655465962137356e-06 1.366743066831105e-05 1.977833207197483e-05 1.2061815071981517e-05 2.076609743234814e-05 1.1758821796403693e-05 1.1179135346999788e-05 1.232800136541634e-05 1.2812672934333044e-05 1.652499777744528e-05 1.5575379624595386e-05 1.636213254143072e-05 1.9491084131680494e-05 1.7029968883757298e-05 1.95030294240455e-05 2.0466616639918913e-05 2.0285973359527012e-05 2.114983558578231e-05 2.4062412289187282e-05 2.30866957591822e-05 2.5219488019216167e-05 2.8054486123428674e-05 2.7975631764955656e-05 2.9373115960960606e-05 2.913517776365092e-05 6.97723114688417e-06 3.432710199648888e-05 3.6495341012504464e-05 3.532882627095704e-05 3.998983260598609e-05 3.892803901115483e-05 4.2190636091095474e-05 4.0391684208607055e-05 4.663260815189532e-05 4.560530422482037e-05 4.773463686277451e-05 4.9751291305303805e-05 5.007888736040597e-05 4.8051300537303666e-05 5.547948713903101e-05 6.052298893551407e-05 5.921163876674817e-05 7.405245196672246e-05 0.0002106211463533482 0.00021217710313149946 0.0002127566708469346 0.0002133423061054273 0.0002148253812380517 0.0002144934627769734 0.00021555507210765086 0.00021561007471020588 
-50.0 0.0 1.1872643317679257e-07 6.422459065937279e-08 5.978532518723397e-07 9.154077740761301e-07 1.1488035518939221e-06 2.199749918387459e-06 1.6227165502456368e-06 4.811123880151629e-06 4.160444610414293e-06 3.790952163713161e-06 4.2580766041205745e-06 6.769313690194848e-06 7.056855155975406e-06 5.5408516248448345e-06 6.672534836642499e-06 7.255648433675506e-06 7.6500694229554e-06 1.3612143138203636e-05 1.9653427747546388e-05 1.2062023874221436e-05 2.066226207552905e-05 1.1769349246239396e-05 1.12233240868201e-05 1.2340618126242572e-05 1.2819944626947251e-05 1.6537688329324793e-05 1.5620034767266607e-05 1.6379381326552732e-05 1.9485150404958637e-05 1.704693439438033e-05 1.951739114661035e-05 2.0469602587466535e-05 2.033933018890634e-05 2.1158303750452945e-05 2.4071318065160974e-05 2.303148197406711e-05 2.525548001046486e-05 2.8045447758239286e-05 2.7898509256934568e-05 2.9386394843704532e-05 2.9066856230668455e-05 7.403515027947255e-06 3.4360257176070034e-05 3.645018703524938e-05 3.529431834642404e-05 4.0017532561117845e-05 3.894845086258849e-05 4.208108818228283e-05 4.0395193695804386e-05 4.65761498151854e-05 4.5586965957003e-05 4.7778140544323665e-05 4.965318458743742e-05 5.012890193463397e-05 4.8163017054492875e-05 5.5496939500806326e-05 6.058332625883383e-05 5.9189641260801416e-05 7.35849759038032e-05 0.00021066112525364703 0.0002123229954874653 0.00021278921275870395 0.00021361697646664926 0.0002148108587642867 0.0002148317966497794 0.00021577761336209324 0.00021564047050715582 
-50.0 20.0 1.2228838206111464e-07 6.697811510106115e-08 6.027145024418707e-07 9.164257532739033e-07 1.1503669269541042e-06 2.2055235038337444e-06 1.6300396762970587e-06 4.81768446257651e-06 4.162027260562729e-06 3.8230469192113315e-06 4.256268866705012e-06 6.771312389331053e-06 7.059520193432664e-06 5.549790724637635e-06 6.670468891419203e-06 7.2628498127763176e-06 7.65154342216576e-06 1.3561116780076114e-05 1.9532459946600313e-05 1.206277858840252e-05 2.0560875141108638e-05 1.1779547056734175e-05 1.1272226573201586e-05 1.2348586095170956e-05 1.2826116109116918e-05 1.6543822385918307e-05 1.566969461927715e-05 1.6396490490524258e-05 1.9479440611971683e-05 1.7068691823572378e-05 1.9529497777714148e-05 2.046984400366341e-05 2.0398440760807277e-05 2.116544454758307e-05 2.4096179481436015e-05 2.2996114737390604e-05 2.5288740447343863e-05 2.8059101777905884e-05 2.784857744865675e-05 2.9424212274936678e-05 2.9023496246737177e-05 7.820157949733023e-06 3.4420366466170946e-05 3.6427153125819616e-05 3.5282117210091613e-05 4.0052100242038535e-05 3.89663671140378e-05 4.1987973930732045e-05 4.041562704471e-05 4.653239371774076e-05 4.557949964037684e-05 4.7824112069857505e-05 4.9553611090969823e-05 5.01782366267888e-05 4.827509745802592e-05 5.5517229104888134e-05 6.06366489140348e-05 5.916185141473147e-05 7.314615785733297e-05 0.00021070842859854008 0.00021244156474837638 0.00021280842317667706 0.0002138314556122078 0.00021477592955619938 0.000215109687513811 0.0002159555243856937 0.00021565296187994962 
-50.0 40.0 1.2564799123314712e-07 6.845103848503458e-08 6.042687130995976e-07 9.167612577650381e-07 1.1520306517192168e-06 2.2106893323019174e-06 1.6387702436414403e-06 4.822442029407357e-06 4.165788093053059e-06 3.854268241726579e-06 4.25401730459987e-06 6.770017487752847e-06 7.061838728899593e-06 5.561040709558658e-06 6.6704834198847175e-06 7.269828608672991e-06 7.654282210693545e-06 1.351468424363839e-05 1.941415839442684e-05 1.2063479495156436e-05 2.0460996935689746e-05 1.1787945360843773e-05 1.1325400294523883e-05 1.2347984524720032e-05 1.2830544818621388e-05 1.653654816144904e-05 1.5720284042757893e-05 1.6410861313569543e-05 1.9471872290064118e-05 1.7091071697073235e-05 1.9538995245789615e-05 2.0467519833667484e-05 2.0462161161813846e-05 2.1170132905434815e-05 2.414202280908509e-05 2.2965813359673925e-05 2.531932440809399e-05 2.8098971252958682e-05 2.7822157993769637e-05 2.949749596292018e-05 2.9002083907050488e-05 8.23081350256506e-06 3.448748201067762e-05 3.64120492925622e-05 3.528098683642655e-05 4.009170147159849e-05 3.89919296274798e-05 4.191007108490314e-05 4.0462407473485387e-05 4.652735482641789e-05 4.557370504506025e-05 4.7874854400048164e-05 4.94631042793393e-05 5.0237582119044225e-05 4.838811392215112e-05 5.554555977233036e-05 6.06817786652794e-05 5.9130636060276766e-05 7.278192363335505e-05 0.00021082290291600696 0.00021253617433790068 0.00021282666927463593 0.00021399267958257287 0.00021472428709044382 0.00021531964559587112 0.00021608819830818587 0.00021564177830365937 
